|Date|Open|High|Low|Close|Volume
49|5/13/2014|83.87|84.3|83.29|83.49|2436100
50|5/12/2014|82.46|83.67|82.23|83.5|2133100
51|5/9/2014|82.09|82.51|81.75|82.43|1928100
52|5/8/2014|81.33|82.56|81.04|82.39|2862200
53|5/7/2014|79.5|81.42|79.25|81.24|2799800
54|5/6/2014|81.57|81.71|79.9|80.21|2956800
55|5/5/2014|81.3|81.71|80.1|81.28|3637500
56|5/2/2014|83.73|84.56|82.98|84.01|5203500
57|5/1/2014|83.43|83.43|83.43|83.43|0
58|4/30/2014|82.8|83.78|82.71|83.43|3462000
59|4/29/2014|81.82|82.94|81.69|82.81|3053300
60|4/28/2014|81.45|82.32|80.75|81.44|2413900
61|4/25/2014|81.29|82.36|80.66|81.2|3463400
62|4/24/2014|81.98|82.8|80.45|82.07|3410700
63|4/23/2014|82.0|82.16|81.35|81.47|2085300
64|4/22/2014|80.14|81.85|79.77|81.61|2607300
65|4/21/2014|79.36|79.36|79.36|79.36|0
66|4/18/2014|79.36|79.36|79.36|79.36|0
67|4/17/2014|78.59|79.61|78.17|79.36|2537100
68|4/16/2014|77.72|78.42|77.46|78.07|2326000
69|4/15/2014|77.91|78.47|76.77|76.98|2501400
70|4/14/2014|77.02|78.25|76.97|78.21|2260700
71|4/11/2014|78.51|78.7|77.33|77.62|2940400
72|4/10/2014|79.32|80.17|78.91|79.31|2876800
73|4/9/2014|79.07|79.48|78.6|78.84|1789100
74|4/8/2014|78.96|79.33|78.42|79.25|2321100
75|4/7/2014|79.77|80.17|78.68|78.89|2607900
76|4/4/2014|80.24|81.34|80.19|80.77|2504200
77|4/3/2014|80.32|80.52|79.75|80.03|2069600
78|4/2/2014|80.65|80.88|79.92|80.37|2037400
79|4/1/2014|81.22|81.47|80.46|80.72|1700300
80|3/31/2014|80.95|81.44|80.52|80.68|2539500
81|3/28/2014|79.7|80.53|79.62|80.41|2418300
82|3/27/2014|78.5|79.6|78.2|79.2|2133400
83|3/26/2014|78.39|79.54|78.15|78.79|2149200
84|3/25/2014|76.56|78.25|76.55|77.85|2390700
85|3/24/2014|78.0|78.17|76.06|76.5|2985900
86|3/21/2014|77.5|78.56|77.4|78.0|6642300
87|3/20/2014|77.49|78.42|76.22|77.49|3646000
88|3/19/2014|78.0|78.52|77.63|78.19|2612100
89|3/18/2014|77.53|78.75|76.75|77.83|2943100
90|3/17/2014|77.0|78.11|76.42|77.82|2460600
91|3/14/2014|75.2|77.34|74.65|76.92|5260500
92|3/13/2014|78.33|78.48|75.66|75.86|3908700
93|3/12/2014|79.15|79.23|77.72|78.2|2915000
94|3/11/2014|79.56|80.62|78.77|79.73|2209300
95|3/10/2014|79.23|80.01|78.82|79.34|2317800
96|3/7/2014|81.02|81.3|79.69|79.69|3436400
97|3/6/2014|81.73|81.95|80.54|81.15|1902400
98|3/5/2014|81.83|81.94|81.15|81.17|2051800
99|3/4/2014|81.01|82.32|80.53|82.19|3307900
100|3/3/2014|80.35|81.31|79.91|79.97|5004100
101|2/28/2014|82.4|83.42|82.17|83.42|2853200
102|2/27/2014|84.06|84.63|81.63|82.0|3676800
103|2/26/2014|82.92|84.03|82.43|83.81|2623600
104|2/25/2014|83.8|83.8|81.72|83.08|3579100
105|2/24/2014|82.05|83.37|81.67|83.26|2151800
106|2/21/2014|82.4|82.62|81.88|82.17|2385600
107|2/20/2014|81.4|82.24|81.07|82.24|2880500
108|2/19/2014|82.49|83.07|81.76|82.75|2071700
109|2/18/2014|82.2|82.92|81.91|82.63|1897700
110|2/17/2014|82.43|82.74|82.2|82.2|1224300
111|2/14/2014|81.37|82.74|81.27|82.51|2861600
112|2/13/2014|80.09|81.26|79.86|81.26|2243200
113|2/12/2014|80.03|81.08|79.89|80.57|2392800
114|2/11/2014|78.56|80.05|78.55|80.04|2602500
115|2/10/2014|78.86|79.25|78.17|78.32|1795200
116|2/7/2014|78.26|78.95|77.65|78.82|3114500
117|2/6/2014|76.91|78.31|76.32|78.17|3876600
118|2/5/2014|76.46|76.93|75.73|76.65|3059000
119|2/4/2014|77.61|77.85|75.87|76.59|4193300
120|2/3/2014|79.8|79.92|77.65|77.99|2844600
121|1/31/2014|79.46|79.75|78.1|79.53|3952100
122|1/30/2014|79.12|79.99|78.67|79.73|2748000
123|1/29/2014|79.95|80.42|77.9|79.0|4363000
124|1/28/2014|78.26|79.64|77.67|79.13|3385700
125|1/27/2014|77.8|78.72|77.19|77.61|3239200
126|1/24/2014|80.0|80.15|77.55|77.81|3847300
127|1/23/2014|79.96|80.46|79.23|79.74|2646600
128|1/22/2014|80.94|81.22|79.94|80.22|2077600
129|1/21/2014|80.3|81.27|79.74|80.61|2743500
130|1/20/2014|79.27|80.09|78.92|79.86|1616000
131|1/17/2014|79.17|80.6|79.02|79.49|4689400
132|1/16/2014|78.62|79.07|78.07|78.99|2794000
133|1/15/2014|77.7|78.51|77.08|78.18|3309500
134|1/14/2014|76.67|77.57|76.29|77.57|2302600
135|1/13/2014|77.9|77.91|76.99|77.49|1784200
136|1/10/2014|77.32|77.98|77.07|77.4|2154300
137|1/9/2014|77.72|78.06|76.55|76.72|3067300
138|1/8/2014|77.99|78.42|77.4|78.0|2642700
139|1/7/2014|78.43|78.86|78.21|78.52|3974100
140|1/6/2014|76.21|76.99|76.06|76.42|1749000
141|1/3/2014|76.39|76.85|76.03|76.57|1707200
142|1/2/2014|78.4|78.72|76.26|76.38|2960700
143|1/1/2014|77.49|77.49|77.49|77.49|0
144|12/31/2013|77.49|77.49|77.49|77.49|0
145|12/30/2013|77.95|78.03|77.49|77.49|1312900
146|12/27/2013|77.72|77.99|77.41|77.95|1712800
147|12/26/2013|76.9|76.9|76.9|76.9|0
148|12/25/2013|76.9|76.9|76.9|76.9|0
149|12/24/2013|76.9|76.9|76.9|76.9|0
150|12/23/2013|76.66|77.18|76.51|76.9|1863700
151|12/20/2013|75.58|76.24|75.39|76.01|6577100
152|12/19/2013|75.38|75.72|74.83|75.25|3829100
153|12/18/2013|74.99|75.04|74.28|74.51|2691900
154|12/17/2013|74.93|75.15|74.25|74.25|2282400
155|12/16/2013|73.43|75.33|73.37|75.17|2977200
156|12/13/2013|73.93|74.17|73.46|73.65|2082100
157|12/12/2013|73.75|74.26|71.54|73.94|3513300
158|12/11/2013|74.89|75.26|74.2|74.36|2202700
159|12/10/2013|75.37|75.92|74.65|75.09|2147000
160|12/9/2013|76.25|76.25|75.28|75.62|1941200
161|12/6/2013|75.14|75.98|74.74|75.64|2178800
162|12/5/2013|75.27|75.97|74.93|74.96|2410400
163|12/4/2013|77.45|77.66|74.2|75.72|4870100
164|12/3/2013|78.97|79.12|77.08|77.26|3322000
165|12/2/2013|78.8|79.18|78.73|78.97|1949000
166|11/29/2013|78.1|78.91|77.9|78.6|1760400
167|11/28/2013|77.86|78.37|77.82|78.18|1219200
168|11/27/2013|77.68|78.09|77.37|78.0|1393800
169|11/26/2013|77.86|77.92|77.36|77.51|2122600
170|11/25/2013|76.87|77.76|76.82|77.69|2252900
171|11/22/2013|76.78|77.17|76.06|76.64|1649700
172|11/21/2013|76.7|76.85|76.1|76.75|1869700
173|11/20/2013|77.26|77.47|76.83|77.2|1974200
174|11/19/2013|77.8|78.15|77.04|77.53|1982100
175|11/18/2013|77.76|78.2|77.2|77.96|2150900
176|11/15/2013|77.68|78.35|77.56|78.0|2929000
177|11/14/2013|77.0|77.94|76.83|77.82|3205000
178|11/13/2013|75.9|76.47|75.5|76.26|1913600
179|11/12/2013|75.83|76.36|75.58|76.09|2135700
180|11/11/2013|75.72|75.95|75.37|75.87|1596800
181|11/8/2013|75.62|75.8|75.15|75.68|2699700
182|11/7/2013|75.58|76.94|75.16|76.17|3067900
183|11/6/2013|75.9|76.23|75.55|75.85|1758200
184|11/5/2013|76.26|76.58|75.36|75.83|2454700
185|11/4/2013|76.64|76.97|75.91|76.1|1864100
186|11/1/2013|76.66|77.0|75.91|76.58|1776200
187|10/31/2013|75.83|76.63|75.38|76.63|2994400
188|10/30/2013|76.02|76.15|75.55|75.83|1887400
189|10/29/2013|75.81|76.14|75.37|76.04|2055100
190|10/28/2013|75.59|75.92|75.2|75.69|2107900
191|10/25/2013|74.6|75.57|74.4|75.17|3611600
192|10/24/2013|74.5|74.54|73.54|74.19|2186300
193|10/23/2013|73.76|74.36|73.52|74.05|1946600
194|10/22/2013|73.28|74.49|73.26|73.97|2833400
195|10/21/2013|73.21|73.48|72.79|73.48|1846500
196|10/18/2013|73.34|73.6|72.7|73.51|5816400
197|10/17/2013|73.01|73.15|72.58|72.95|1922100
198|10/16/2013|72.12|73.39|71.88|73.11|2803500
199|10/15/2013|71.72|72.56|71.71|72.17|2399300
200|10/14/2013|71.46|71.55|71.01|71.45|1359500
201|10/11/2013|71.35|71.93|71.27|71.69|1703300
202|10/10/2013|70.32|71.85|70.05|71.57|2796700
203|10/9/2013|70.28|70.43|69.56|69.9|1955200
204|10/8/2013|69.99|70.29|69.73|70.05|1782400
205|10/7/2013|70.4|70.42|69.13|70.37|2314100
206|10/4/2013|71.0|71.01|70.26|70.76|1575400
207|10/3/2013|71.48|71.9|70.72|70.95|1335100
208|10/2/2013|71.47|71.73|70.95|71.54|2185100
209|10/1/2013|71.31|71.78|70.75|71.63|2366500
210|9/30/2013|70.51|70.92|69.87|70.9|2633000
211|9/27/2013|72.05|72.34|70.83|71.53|1995400
212|9/26/2013|72.31|72.43|71.56|72.09|1919800
213|9/25/2013|72.13|72.37|71.55|72.19|1908800
214|9/24/2013|72.32|72.48|71.83|72.35|1561800
215|9/23/2013|72.02|72.74|71.38|72.3|2608800
216|9/20/2013|72.36|72.78|71.92|71.99|6257600
217|9/19/2013|73.35|73.58|71.9|72.25|4085600
218|9/18/2013|72.08|72.5|71.75|72.16|2012500
219|9/17/2013|72.36|72.49|71.85|72.08|2187400
220|9/16/2013|70.63|72.76|70.51|72.34|5503200
221|9/13/2013|69.74|69.79|69.32|69.79|1899100
222|9/12/2013|69.7|69.99|69.26|69.82|1812500
223|9/11/2013|69.4|69.85|69.15|69.62|2072400
224|9/10/2013|67.9|69.92|67.73|69.39|4590300
225|9/9/2013|67.02|67.58|66.85|67.26|1686800
226|9/6/2013|66.72|67.31|65.86|66.85|3205000
227|9/5/2013|67.97|68.05|66.74|67.11|2924600
228|9/4/2013|67.68|68.11|66.75|67.87|2000600
229|9/3/2013|67.61|68.01|66.79|67.23|2103600
230|9/2/2013|67.0|68.04|66.98|67.6|2024300
231|8/30/2013|66.58|66.98|66.03|66.13|2629400
232|8/29/2013|66.87|67.05|66.07|66.75|1939100
233|8/28/2013|67.87|68.08|66.32|66.84|3437500
234|8/27/2013|68.72|69.15|67.89|68.1|3098500
235|8/26/2013|69.14|69.32|68.48|69.24|1125900
236|8/23/2013|68.31|69.35|67.83|69.03|2276100
237|8/22/2013|66.97|68.66|66.9|68.31|2838500
238|8/21/2013|67.63|67.7|66.55|67.04|1880700
239|8/20/2013|67.5|67.77|67.06|67.62|2057200
240|8/19/2013|68.35|68.52|67.57|67.98|1877900
241|8/16/2013|67.7|68.08|67.35|68.01|2678200
242|8/15/2013|67.94|67.99|66.93|67.79|2136300
243|8/14/2013|68.1|68.57|67.74|67.9|2323800
244|8/13/2013|66.86|68.33|66.8|67.93|3707800
245|8/12/2013|64.95|66.9|64.55|66.11|3723400
246|8/9/2013|65.28|65.32|64.09|64.79|2990700
247|8/8/2013|64.71|65.59|64.69|65.2|2471100
248|8/7/2013|65.61|65.75|64.67|65.02|3106400
249|8/6/2013|66.32|67.2|65.6|65.81|3730600
250|8/5/2013|68.15|68.3|65.98|66.66|3587500
251|8/2/2013|67.87|68.21|67.47|67.88|1853100
252|8/1/2013|67.19|67.78|67.1|67.59|2147400
253|7/31/2013|67.18|67.49|66.24|66.66|2716900
254|7/30/2013|67.09|67.89|67.08|67.44|3020400
255|7/29/2013|66.09|66.85|66.07|66.52|2425400
256|7/26/2013|67.28|67.45|65.59|65.87|3940000
257|7/25/2013|67.85|68.0|66.37|66.74|7057300
258|7/24/2013|70.0|70.56|69.12|69.86|3028100
259|7/23/2013|70.21|70.54|69.57|69.8|2126000
260|7/22/2013|70.2|70.48|69.8|70.17|1834900
261|7/19/2013|70.39|70.4|69.61|70.0|4338300
262|7/18/2013|70.37|70.8|69.8|70.68|2632600
263|7/17/2013|70.09|71.23|69.44|70.83|2289800
264|7/16/2013|70.85|71.13|69.96|70.09|1505600
265|7/15/2013|70.51|71.04|70.34|70.8|1477800
266|7/12/2013|71.35|71.5|70.14|70.46|2495000
267|7/11/2013|70.98|71.69|70.87|71.2|2688900
268|7/10/2013|69.4|69.96|68.75|69.95|2234700
269|7/9/2013|69.36|69.87|68.84|69.72|2084100
270|7/8/2013|67.49|69.4|67.34|69.1|2774600
271|7/5/2013|69.41|69.79|66.96|66.96|3943600
272|7/4/2013|68.3|69.21|67.54|69.04|2895600
273|7/3/2013|67.8|67.82|67.03|67.77|2803100
274|7/2/2013|68.89|68.89|67.89|68.25|2142600
275|7/1/2013|68.85|69.22|67.16|68.59|3491900
276|6/28/2013|68.5|69.18|68.1|68.63|3978400
277|6/27/2013|67.93|68.45|67.37|68.33|5657600
278|6/26/2013|69.5|70.5|68.98|69.72|3432900
279|6/25/2013|69.17|69.8|68.64|69.32|3230100
280|6/24/2013|69.39|69.92|67.83|68.42|4481700
281|6/21/2013|71.47|71.7|69.5|69.5|8932200
282|6/20/2013|72.35|72.61|70.7|70.93|5588000
283|6/19/2013|74.74|75.06|73.71|73.9|2561800
284|6/18/2013|73.32|74.75|73.1|74.36|2053400
285|6/17/2013|73.09|74.41|73.03|73.72|2444200
286|6/14/2013|73.0|73.39|72.61|72.81|2386800
287|6/13/2013|71.8|72.34|71.09|72.34|3393600
288|6/12/2013|73.33|74.27|72.67|72.87|2957300
289|6/11/2013|73.4|73.47|72.16|73.36|2804100
290|6/10/2013|72.8|74.36|72.49|73.9|2518300
291|6/7/2013|71.92|72.98|70.31|72.83|4257400
292|6/6/2013|73.08|73.53|71.36|71.58|3447800
293|6/5/2013|74.4|74.8|72.79|73.12|3414300
294|6/4/2013|76.25|76.39|74.79|75.1|2664300
295|6/3/2013|74.71|76.25|74.16|75.79|3375600
296|5/31/2013|75.54|75.82|74.12|75.23|3279900
297|5/30/2013|74.28|75.27|73.81|74.99|1745300
298|5/29/2013|74.5|75.23|73.83|74.7|2492900
299|5/28/2013|74.5|75.93|74.45|75.3|2702600
300|5/27/2013|73.4|74.24|73.4|74.22|1022600
301|5/24/2013|74.53|74.79|72.64|73.45|2800600
302|5/23/2013|73.9|74.45|73.12|74.26|3134600
303|5/22/2013|75.03|75.86|74.55|75.41|2753800
304|5/21/2013|74.35|75.36|73.79|75.35|2977900
305|5/20/2013|74.77|74.82|73.65|73.94|1371200
306|5/17/2013|73.97|74.7|73.5|74.42|4919900
307|5/16/2013|73.52|74.38|73.41|73.98|1950600
308|5/15/2013|74.0|74.25|72.86|73.58|2606600
309|5/14/2013|74.15|74.39|73.14|74.3|1992000
310|5/13/2013|73.55|74.0|72.61|73.99|2209000
311|5/10/2013|74.0|74.97|73.49|73.81|2552100
312|5/9/2013|73.25|74.07|72.96|74.06|1293400
313|5/8/2013|73.33|73.98|73.09|73.63|2319200
314|5/7/2013|72.91|73.97|72.71|73.76|2342600
315|5/6/2013|73.12|73.51|72.38|73.0|1774800
316|5/3/2013|71.6|73.86|71.09|73.34|3353600
317|5/2/2013|70.8|72.5|70.34|71.8|3666700
318|5/1/2013|70.92|70.92|70.92|70.92|0
319|4/30/2013|71.5|71.58|70.42|70.92|2623500
320|4/29/2013|70.0|70.73|69.41|70.73|5349600
321|4/26/2013|71.03|72.99|70.65|72.59|8523700
322|4/25/2013|68.68|70.0|68.39|70.0|3694000
323|4/24/2013|67.8|68.64|67.67|68.35|3396000
324|4/23/2013|65.92|68.01|65.26|67.66|4717700
325|4/22/2013|66.43|66.76|65.47|66.04|3136000
326|4/19/2013|66.2|66.71|65.31|65.63|4887300
327|4/18/2013|65.88|66.97|65.48|65.63|3877300
328|4/17/2013|68.3|68.37|65.18|65.55|6290000
329|4/16/2013|67.89|68.7|67.6|68.12|2911100
330|4/15/2013|68.67|68.67|67.35|68.63|2944000
331|4/12/2013|69.53|70.01|68.25|68.4|3296400
332|4/11/2013|68.45|69.58|68.27|69.31|2661500
333|4/10/2013|67.14|68.64|66.83|68.5|3487500
334|4/9/2013|67.42|67.44|66.67|66.91|3305700
335|4/8/2013|67.37|67.85|66.5|66.7|2773400
336|4/5/2013|69.1|69.28|66.5|66.87|4720000
337|4/4/2013|69.59|70.14|68.66|69.0|3017100
338|4/3/2013|70.4|70.57|69.17|69.3|2782300
339|4/2/2013|68.37|69.52|68.27|69.52|2629500
340|4/1/2013|68.32|68.32|68.32|68.32|0
341|3/29/2013|68.32|68.32|68.32|68.32|0
342|3/28/2013|67.99|68.89|67.78|68.32|3367300
343|3/27/2013|69.81|69.98|67.32|67.98|4331000
344|3/26/2013|69.78|70.24|69.25|69.62|3039600
345|3/25/2013|71.76|71.9|69.38|69.57|4041500
346|3/22/2013|71.06|71.16|70.35|70.8|3772900
347|3/21/2013|73.0|73.14|70.76|71.3|5478800
348|3/20/2013|73.45|73.93|72.98|73.54|2448500
349|3/19/2013|73.97|74.1|72.86|73.35|2803400
350|3/18/2013|73.49|74.4|73.18|74.32|2739700
351|3/15/2013|75.45|75.48|73.93|75.09|7026100
352|3/14/2013|74.32|75.43|74.21|75.32|2918200
353|3/13/2013|73.36|74.23|73.11|74.02|2094600
354|3/12/2013|73.11|73.57|72.8|73.36|2096900
355|3/11/2013|73.34|73.58|72.97|73.48|1498200
356|3/8/2013|73.58|73.92|72.9|73.28|2256000
357|3/7/2013|73.38|73.8|72.76|73.4|2125600
358|3/6/2013|73.25|74.53|73.25|73.48|3192800
359|3/5/2013|72.0|73.1|72.0|73.05|3022500
360|3/4/2013|71.25|71.68|70.61|71.57|2500300
361|3/1/2013|72.06|72.37|70.81|71.83|2492900
362|2/28/2013|72.55|72.72|71.66|72.18|2983800
363|2/27/2013|72.25|72.41|71.16|72.09|3554400
364|2/26/2013|72.4|73.34|71.41|71.66|5564900
365|2/25/2013|74.72|76.2|74.35|75.01|3888100
366|2/22/2013|73.06|74.45|72.89|74.32|3054500
367|2/21/2013|73.41|73.52|72.12|72.8|3384600
368|2/20/2013|73.75|74.79|73.66|74.12|2788500
369|2/19/2013|71.17|73.79|71.16|73.79|3520800
370|2/18/2013|70.99|71.85|70.51|71.45|1846300
371|2/15/2013|71.46|71.51|70.75|70.75|3014700
372|2/14/2013|72.2|72.84|71.32|71.32|2243000
373|2/13/2013|71.78|72.9|71.45|72.53|2152800
374|2/12/2013|71.55|72.08|71.25|71.51|1885600
375|2/11/2013|72.19|72.65|71.37|71.85|1418800
376|2/8/2013|71.93|72.44|71.7|72.08|1843000
377|2/7/2013|72.1|72.85|71.36|71.94|2816100
378|2/6/2013|73.71|73.71|71.48|72.09|3175300
379|2/5/2013|73.3|73.87|73.13|73.46|2581300
380|2/4/2013|75.5|75.72|73.14|73.14|3589100
381|2/1/2013|74.97|76.17|74.81|75.85|2374800
382|1/31/2013|74.92|75.49|74.66|74.66|2658300
383|1/30/2013|75.95|75.95|74.53|75.1|2138000
384|1/29/2013|75.57|75.87|75.09|75.81|1703300
385|1/28/2013|75.15|75.74|74.82|75.58|1966300
386|1/25/2013|73.63|75.69|73.63|75.6|3231900
387|1/24/2013|72.61|73.91|72.23|73.79|1722300
388|1/23/2013|73.31|73.54|72.73|72.86|1815900
389|1/22/2013|73.74|73.9|72.32|73.11|2444600
390|1/21/2013|73.31|74.11|73.31|73.81|1530700
391|1/18/2013|73.5|73.52|72.96|73.17|3065600
392|1/17/2013|72.16|73.51|72.09|73.2|2646700
393|1/16/2013|71.8|72.42|71.35|72.35|2620500
394|1/15/2013|71.34|72.29|71.24|71.86|2471900
395|1/14/2013|71.24|72.3|71.12|71.76|2308500
396|1/11/2013|70.87|71.4|70.55|71.0|1695400
397|1/10/2013|71.49|71.75|70.72|70.92|1787200
398|1/9/2013|71.42|71.5|70.34|71.41|2034100
399|1/8/2013|71.32|71.68|70.93|71.14|1845500
400|1/7/2013|72.11|72.25|71.52|71.64|1921500
401|1/4/2013|72.1|72.76|71.86|72.47|1871500
402|1/3/2013|72.94|72.94|72.19|72.35|1913800
403|1/2/2013|72.62|73.22|72.22|73.18|3250700
404|1/1/2013|71.15|71.15|71.15|71.15|0
405|12/31/2012|71.15|71.15|71.15|71.15|0
406|12/28/2012|71.77|71.89|71.09|71.15|1148500
407|12/27/2012|71.17|72.13|71.02|71.8|1773600
408|12/26/2012|71.17|71.17|71.17|71.17|0
409|12/25/2012|71.17|71.17|71.17|71.17|0
410|12/24/2012|71.17|71.17|71.17|71.17|0
411|12/21/2012|71.76|72.15|71.04|71.17|7610000
412|12/20/2012|72.8|73.0|72.16|72.3|2739700
413|12/19/2012|72.92|73.41|72.66|73.09|2861200
414|12/18/2012|72.49|72.85|72.21|72.77|2365000
415|12/17/2012|72.05|72.76|71.7|72.14|1924200
416|12/14/2012|72.0|72.33|71.82|72.04|2202300
417|12/13/2012|71.81|71.93|70.92|71.81|3181500
418|12/12/2012|71.47|71.65|70.86|71.55|2580100
419|12/11/2012|70.75|71.48|70.47|71.3|2622900
420|12/10/2012|69.61|70.67|69.51|70.61|2268600
421|12/7/2012|70.47|70.93|69.58|70.01|3279600
422|12/6/2012|69.7|70.55|69.52|70.33|4181000
423|12/5/2012|69.4|69.69|68.9|69.3|2398800
424|12/4/2012|69.35|69.58|68.74|68.95|2287600
425|12/3/2012|69.0|69.99|68.93|69.47|2814800
426|11/30/2012|68.29|69.22|68.26|68.9|2408600
427|11/29/2012|68.5|68.98|68.41|68.76|3039200
428|11/28/2012|67.68|68.27|67.27|68.11|2128500
429|11/27/2012|67.6|67.99|67.38|67.9|1905200
430|11/26/2012|67.16|67.69|67.05|67.39|1587500
431|11/23/2012|66.78|67.67|66.46|67.54|2171600
432|11/22/2012|66.0|66.77|65.86|66.58|2542300
433|11/21/2012|65.67|65.99|65.29|65.78|1813800
434|11/20/2012|64.36|65.93|64.17|65.8|2582400
435|11/19/2012|63.2|64.51|62.87|64.35|2430600
436|11/16/2012|63.2|63.43|62.3|62.5|3467700
437|11/15/2012|63.07|63.44|62.65|63.2|2601800
438|11/14/2012|63.93|64.33|63.43|63.63|2179400
439|11/13/2012|62.77|64.32|62.74|64.09|2792400
440|11/12/2012|63.19|63.46|62.57|63.06|1598800
441|11/9/2012|63.62|63.79|62.17|63.17|2744500
442|11/8/2012|63.77|64.19|63.03|63.42|2599000
443|11/7/2012|65.35|65.53|63.32|63.47|3264200
444|11/6/2012|64.36|65.06|64.21|64.87|1569200
445|11/5/2012|64.5|64.55|64.08|64.36|1863500
446|11/2/2012|64.62|65.55|64.5|65.09|2174200
447|11/1/2012|63.86|64.92|63.67|64.7|1697000
448|10/31/2012|64.1|64.69|63.9|63.93|2833200
449|10/30/2012|63.61|64.57|63.61|64.1|1490800
450|10/29/2012|63.4|63.77|63.01|63.57|1472400
451|10/26/2012|62.8|63.96|62.49|63.68|2079500
452|10/25/2012|63.85|64.39|63.1|63.18|3902500
453|10/24/2012|63.03|63.37|62.05|62.66|3768500
454|10/23/2012|65.42|65.42|62.13|62.5|5216500
455|10/22/2012|65.94|66.0|64.92|65.15|1922200
456|10/19/2012|65.94|66.23|65.6|65.87|4229700
457|10/18/2012|65.6|66.34|65.44|66.17|2597400
458|10/17/2012|65.54|65.71|65.07|65.5|2418000
459|10/16/2012|65.23|66.09|65.15|65.58|2558600
460|10/15/2012|64.45|65.63|64.38|64.9|1974200
461|10/12/2012|64.95|65.12|64.38|64.38|1951600
462|10/11/2012|64.19|65.2|63.98|64.95|3148600
463|10/10/2012|64.09|64.43|63.78|64.08|2380700
464|10/9/2012|65.6|65.7|64.14|64.38|2941400
465|10/8/2012|66.37|66.39|65.45|65.47|2277200
466|10/5/2012|65.91|66.75|65.38|66.74|2886300
467|10/4/2012|67.2|67.35|65.35|65.6|3580200
468|10/3/2012|66.48|67.08|66.25|66.84|1658900
469|10/2/2012|67.0|67.61|66.51|66.61|2299800
470|10/1/2012|65.65|67.5|65.65|67.46|3346200
471|9/28/2012|66.71|67.16|65.65|65.65|3307400
472|9/27/2012|67.01|67.4|66.39|66.55|3119300
473|9/26/2012|67.11|67.37|66.44|66.72|3469200
474|9/25/2012|67.51|68.25|66.92|67.9|2413500
475|9/24/2012|67.5|67.89|67.2|67.48|2352900
476|9/21/2012|67.6|68.29|67.18|67.9|8029300
477|9/20/2012|66.31|67.46|66.06|67.44|3425700
478|9/19/2012|67.19|67.62|66.61|66.95|2846800
479|9/18/2012|66.33|67.24|65.67|66.78|3224200
480|9/17/2012|66.37|67.08|66.15|66.65|2537500
481|9/14/2012|66.49|66.98|66.11|66.63|4385700
